endBus,lowPlate,plateNo,plateType,remainSeatCnt,routeId,stationId,stationSeq
0,0,경기76아4650,3,40,233000125,233001943,13
0,0,경기76아1192,3,46,233000125,277103519,68
0,0,경기76아1132,3,36,233000125,277102049,57
0,0,경기76아4649,3,33,233000125,277103315,44
