endBus,lowPlate,plateNo,plateType,remainSeatCnt,routeId,stationId,stationSeq
0,0,경기76아4650,3,30,233000125,277103528,42
0,0,경기76아1192,3,46,233000125,233001042,100
0,0,경기76아4649,3,45,233000125,119900083,56
0,0,경기76아4651,3,43,233000125,233002295,6
0,0,경기76아1132,3,35,233000125,233000843,79
