endBus,lowPlate,plateNo,plateType,remainSeatCnt,routeId,stationId,stationSeq
0,0,경기76아4650,3,33,233000125,233000727,20
0,0,경기76아1192,3,43,233000125,233000780,80
0,0,경기76아1132,3,36,233000125,277103158,62
0,0,경기76아4649,3,27,233000125,277103203,49
