endBus,lowPlate,plateNo,plateType,remainSeatCnt,routeId,stationId,stationSeq
0,0,경기76아4650,3,39,233000125,277102049,57
0,0,경기76아4652,3,45,233000125,233002221,3
0,0,경기76아4651,3,34,233000125,233000891,36
0,0,경기76아4649,3,37,233000125,233000846,75
