endBus,lowPlate,plateNo,plateType,remainSeatCnt,routeId,stationId,stationSeq
0,0,경기76아4650,3,45,233000125,119900083,56
0,0,경기76아1132,3,47,233000125,233002223,104
0,0,경기76아4649,3,34,233000125,233000848,71
0,0,경기76아4651,3,35,233000125,233002149,32
