endBus,lowPlate,plateNo,plateType,remainSeatCnt,routeId,stationId,stationSeq
0,0,경기76아1192,3,43,233000125,233000772,88
0,0,경기76아4650,3,31,233000125,233000720,28
0,0,경기76아4649,3,45,233000125,277101688,55
0,0,경기76아1132,3,35,233000125,277103527,67
