endBus,lowPlate,plateNo,plateType,remainSeatCnt,routeId,stationId,stationSeq
0,0,경기76아4650,3,33,233000125,233001404,19
0,0,경기76아1192,3,43,233000125,233000843,79
0,0,경기76아1132,3,36,233000125,277103201,61
0,0,경기76아4649,3,27,233000125,277103200,48
