endBus,lowPlate,plateNo,plateType,remainSeatCnt,routeId,stationId,stationSeq,querytime
0,0,경기76아1192,3,36,233000125,277102291,58,20221017-000730
0,0,경기76아4649,3,31,233000125,233000768,92,20221017-000730
0,0,경기76아1192,3,36,233000125,277103204,59,20221017-000839
0,0,경기76아4649,3,32,233000125,233001749,93,20221017-000839
0,0,경기76아1192,3,36,233000125,277103204,59,20221017-000852
0,0,경기76아4649,3,32,233000125,233001749,93,20221017-000852
